case_id,year,paper_code,paper_id,title,problem_types,models,validation_methods,core_problem,data_features,card_path,source_pdf
case-122,2024,B159,1977943,生产过程中的决策优化设计,优化,动态规划 | 假设检验 | 贝叶斯估计 | Beta-Binomial | 二项分布 | 几何分布,敏感性分析,本文针对某企业在生产电子产品过程中所面临的次品率、检测及拆解等一系列决策问题 展开研究。通过优化生产过程中的抽样、检测和拆解策略，最大化企业利润和生产效率。本 文的研究旨在为企业提供一套基于数学建模的决策方案，帮助其在面对不同生产条件时合理 选择抽样、检测和拆解策略，提升资源利用率和经济效益。 从数学结构看，任务包含 优化；具体输出、阈值与指标以原题和全文为准。,证据方式为 ocr_sampled，论文 37 页；摘要可确认：为确定合适的抽样样本量，本文利 用检测花销与假设检验效果(运用假设检验功效函数衡量)之间相互制约的关系，建立决策函 数，得到了最优样本量。,cases/case-122.md,2024/B159_2024高教社杯全国大学生数学建模竞赛B题论文展示(B159)_[1977943].pdf
case-123,2024,B195,1977945,基于多阶段模拟仿真的生产决策问题,优化 | 仿真 | 多阶段决策,"假设检验 | (n,c)抽样检验 | 收益期望模型 | 模拟退火 | 二项分布 | 正态分布 | 贝叶斯后验",置信区间 | 区间端点决策稳定性检查,以抽样检验决定零配件接收，随后把检测与拆解决策转成多阶段期望利润优化；用贝叶斯后验区间扰动次品率，检查最优决策是否稳定。,证据方式为 ocr_sampled，论文 70 页；摘要可确认：根据实际现象规律，生成一组 正态分布数据，并根据标准正态分布、给定的次品率得到次品的数据范围，再比较不同的抽样结果 得出优劣。 对于问题四，对于扰动问题，本文使用贝叶斯统计公式，结合先验信息（可能的次品率分布)和 抽样数据（似然概率分布，在本题中为二项分布）来计算后验概率分布，即零件真实的次品率分布。,cases/case-123.md,2024/B195_2024高教社杯全国大学生数学建模竞赛B题论文展示(B195)_[1977945].pdf
case-124,2024,B196,1977950,基于蚁群算法与遗传算法优化的蒙特卡洛模拟在生产决策优化中的应用研究,优化 | 仿真 | 假设检验,蒙特卡洛 | 假设检验 | 遗传算法 | 蚁群算法 | 二项分布 | 正态分布 | 决策树 | t检验,稳健性分析 | 显著性检验,以近似正态/t检验设计抽样接收规则，将生产流程表示为检测—拆解决策树；分别用蚁群和遗传算法增强蒙特卡洛搜索，并在次品率扰动下检验决策鲁棒性。,证据方式为 ocr_sampled，论文 28 页；摘要可确认：然后， 引入遗传算法进行优化，通过迭代搜索策略在解空间中寻找问题的最优解或近似最优 解。,cases/case-124.md,2024/B196_2024高教社杯全国大学生数学建模竞赛B题论文展示(B196)_[1977950].pdf
case-125,2024,C038,1977952,基于差分遗传算法的农作物种植策略优化,优化,差分进化改进遗传算法（DEGA） | CVaR风险优化 | Spearman 相关,敏感性分析 | 鲁棒优化检查 | 收敛曲线,在轮作、地块、季次和销售约束下最大化2024—2030利润；以DEGA求解，并用CVaR控制销量、产量、成本与价格不确定性，再加入作物替代互补相关约束。,证据方式为 ocr_sampled，论文 61 页；摘要可确认：为此，本文基于华北山区某乡村的露天和大棚耕地面积、农作物种类及种植季 次，以及2023年的种植情况、亩产量、种植成本和销售单价等数据，建立数学模型， 精准优化种植方案，以提升农业生产效益，为乡村经济的可持续发展提供科学依据。 对于问题一，本文首先对乡村耕地结构、农作物种植现状及亩均利润进行了可视 化分析，为制定最佳种植策略提供数据支持。 对于问题三，本文首先绘制各类农作物种植面积的时间趋势图，对农作物种植面 积的相关关系进行初步分析。,cases/case-125.md,2024/C038_2024高教社杯全国大学生数学建模竞赛C题论文展示(C038)_[1977952].pdf
case-126,2024,C063,1977958,基于优化算法的农作物最优种植模型,优化 | 风险决策,LINGO规划求解 | 均匀与正态随机情景 | 益损值矩阵 | 乐观准则 | 最大期望值准则 | 正态分布,敏感性分析,在地块、轮作、豆类和分散度约束下制定七年种植方案；将销量、产量、成本和价格的不确定性生成1000种环境，以益损矩阵和风险准则选择稳定方案。,证据方式为 ocr_sampled，论文 49 页；摘要可确认：本文基于题目给定的数据信息，针对农作物种植与销售的不同变化趋 势，分别建立数学模型进行分析，为该乡村制定乐2024~2030年农作物的最优种植方 案，从而增加农业生产效益，确保农业农村稳定发展。 对于问题一，首先，计算出2023年农作物种植总收益为592余万元，并对数据进 行可视化展示，分析了各类农产品的产量、种植成本与利润之间的关系。 对该模型的求解，采用4类随机因素取特定数值，选取了 全体参数最优、最劣、平均值等11组典型数据，对每组数据分别计算最优种植方案和 7年最大收益值。 通过相应数据分析得到预期销售量、 销售价格和种植成本的相性相关性。,cases/case-126.md,2024/C063_2024高教社杯全国大学生数学建模竞赛C题论文展示(C063)_[1977958].pdf
case-127,2024,C094,1977961,基于随机优化的农作物种植策略模型,优化 | 仿真,蒙特卡洛 | 线性规划 | 正态分布 | 贪心算法 | 随机规划,敏感性分析,在地块、轮作、豆类与种植分散度约束下比较求解器和贪心策略；用蒙特卡洛生成参数波动、随机规划选择抗波动方案，再纳入作物替代互补与价格成本相关性。,证据方式为 ocr_sampled，论文 58 页；摘要可确认：本文研究最大化利用土地资源，建立栽种策略优化模型，利用贪心算法、随机扰动、蒙 特卡洛、灵敏度检验等方法求解科学土地管理、超额出售、多因素时间波动，农作物替代 性、互补性以及相关性等问题。 对题目给出的数据进行预处理， 统一数据格式便于读取，并统计数据生成成本与产量的三维数据表。 这两种求解方法各有优缺点，求解器求解结果更优，但求解慢，而贪心算法则相反，根 据具体需求选择方法，两种销售情况会导致结果产生较大差异，原因归结于收益大的作物 在降价后仍可保持高收益，会被高频率大面积种植。 针对问题二，考虑作物亩产量、预计销量和销售价格的波动因素，为增强风险应对能 力，以最大化种植经济效益期望为目标函数，设定决策变量为波动场景下的可行策略对应 的种植经济效益…,cases/case-127.md,2024/C094_2024高教社杯全国大学生数学建模竞赛C题论文展示(C094)_[1977961].pdf
case-128,2024,C234,1977963,基于遗传算法的最优种植策略,优化 | 仿真,遗传算法 | 均匀不确定因子 | 灾害情景修正 | 利润波动风险指标,两类销售情景对比 | 风险情景利润波动比较,以遗传算法求七年种植利润最大方案；用均匀不确定因子、干旱和寒潮情景修正产量，并以利润波动筛选抗风险方案，再量化替代互补与供需相关关系。,证据方式为 ocr_sampled，论文 45 页；摘要可确认：为了求解 该优化模型，本文选择使用遗传算法求解，最终得到情况1——超过部分滞销，造成 浪费的总利润为：29276719.5元：情况2——超过部分按2023年销售价格的50%降价 出售的总利润为：42837286.75元 问题二：对于农作物未来预期销售量、亩产量、种植成本和销售价格的不确定性， 本文引入满足均分分布的不确定因子，再利用对以上4种指标进行修正； 再次利用遗传算法求解得到方案，然后引入 了在风险下利润波动指标得到抗风险能力最强的方案，该方案的总利润为： 38732308.4505元 问题三：对于农作物之间的替代性，本文对农作物划分了3类替代品集合，处于 替代品集合中的农作物互为替代品，因此它们被认为一体，随着某农作物价格上升其 替代品的销…,cases/case-128.md,2024/C234_2024高教社杯全国大学生数学建模竞赛C题论文展示(C234)_[1977963].pdf
case-129,2024,D033,1977965,反潜航空深弹命中概率的优化问题,优化,正态分布 | 联合概率积分 | 分情形概率模型 | 数值优化,问题一至三逐层扩展复算 | 水平与深度独立性检查,在水平定位和深度定位误差服从独立正态分布时，分引爆深度情形推导命中概率，并联合优化投弹落点与定深引信深度。,"证据方式为 ocr_sampled，论文 55 页；摘要可确认：本文针对投弹命中概率 大小，以平面坐标系和深度来建立不同的投弹方案，探究使命中概率最大的方案。 针对问题一，由条件可知，潜艇中心位置深度定位没有误差，且两水平定位的误差 相互独立且服从相同的正态分布，可得两水平坐标联合概率密度函数。 为探究最大投弹 命中概率与投弹落点平面坐标(t,s)及定深引信引爆深度d的关系，本问以(t,s,d)作为决 策变量，根据定深引信引爆深度d与潜艇中心位置深度定位值h的不同关系分别讨论5 种情形，得到每种情形的命中概率表达式，最终得出投弹命中概率与投弹落点坐标及引 爆深度的一般关系，分析得到当h 1 H < d < h_0 + H时，才可能有概率最大的投弹方 2 2 案，此时获得投弹最大命中概率与投弹落点平面坐标的关系p…",cases/case-129.md,2024/D033_2024高教社杯全国大学生数学建模竞赛D题论文展示(D033)_[1977965].pdf
case-130,2024,E010,1977967,交通流量管控,预测 | 评价 | 优化 | 聚类 | 交通信号配时,K-Means | DBSCAN | 高斯混合模型 | XGBoost | 方差分析 | Webster信号配时 | 遗传算法,三种聚类结果对照 | 方差分析显著性检验 | XGBoost预测误差 | 管控前后对比,聚类划分交通流时段并用XGBoost估计各相位流量，比较Webster与遗传算法信号配时，估算节假日停车需求，并以前后交通指标评价临时管控。,证据方式为 ocr_sampled，论文 39 页；摘要可确认：针对问题一，首先进行数据整理与清洗，根据附件2中的数据，提取经中路-纬中 路交叉口的车流数据。 最后，筛选 检测器正常工作期间交叉口各相位历史数据，基于极限梯度提升树算法（XGBoost）对 经中路-纬中路交叉口各个相位的交通量进行估计，预测结果误差较小。 以工作日晚高峰期间为例，提取各交叉口流量数据， 方法一采用韦伯斯特（Webster）信号配时方法计算单点信号控制最优方案。 针对问题三，从附件2中提取五一期间所有车辆的行驶数据，包括车辆的出现时间、 位置、行驶方向和车牌号等信息。,cases/case-130.md,2024/E010_2024高教社杯全国大学生数学建模竞赛E题论文展示(E010)_[1977967].pdf
case-131,2024,E061,1977969,基于多目标优化的交通管理评估分析,评价 | 优化 | 聚类 | 仿真 | 强化学习,K-Means | 马尔可夫决策过程（MDP） | 深度Q学习（DQN） | 置信区间 | 粒子群 | 泊松分布,置信区间 | 肘部法 | 多次粒子群迭代 | 管控前后指标对比,以K-Means识别交通时段、粒子群估计方向流量，用MDP-DQN优化120秒周期信号配时；再以泊松需求估算临时车位，并比较管控前后流量、等待和车速。,证据方式为 ocr_sampled，论文 32 页；摘要可确认：基于该区域交通流量 数据，分析该镇主要道路的交通现状，交通优化方案已经成为相关部门的急需。 针对问题一，通过对交通监控数据的聚合处理，统计了经中路-纬中路交叉口不同 时间的总车流量。 用粒子群优化(PS0)2]算法分配每个时 段的车流方向比例，依据比例算出各方向(直行、左转、右转)的车流量，多次迭代粒子 群优化算法，最终得出期每个时段内各个方向的平均车流量（辆/时），低峰时段所有 数据的最高值30.65，最低值 9.99，均值20.34； 中峰时段所有数据的最高值 46.25， 最低值14.79，均值32.45;高峰时段所有数据的最高值371.17，最低值117.20，均值 269.08。,cases/case-131.md,2024/E061_2024高教社杯全国大学生数学建模竞赛E题论文展示(E061)_[1977969].pdf
case-132,2024,E218,1977971,基于Python语言的交通流量管控与预测分析,评价 | 优化 | 聚类 | 仿真 | 排队估计,排队模型 | K-Means | 遗传算法,信号配时仿真检验 | 管控前后指标对比,以K-Means划分峰谷时段并估算相位流量，用遗传算法优化交叉口绿灯和绿波带；排队论估算景区临时车位，再以前后指标评估五一管控。,证据方式为 ocr_sampled，论文 62 页；摘要可确认：针对问题一，为得到一天中各时段的相位车流量，首先对数据进行预处理，将未挂 车牌的车辆当作异常值处理，考虑到工作日、非工作日与节假日的影响，分析各路口交 通流量，并进行可视化，将不同时间段进一步细分为划分为低峰期、高峰期和平峰期， 然后建立K-均值聚类算法模型且运用方向流量公式估算直行和转弯车辆比例，最后使 用Python软件且结合公式模型计算出一天中三个时段的相位车流量（单位：pcu/h）： 工作日中的低峰期时段：由东向西方向直行、左转、右转的车流量分别为6754，2251， 2251； ……（具体详见5.1.5结果展示） 针对问题二，为得到两条主路上的车流最高平均速度，首先进行数据的预处理，利 用python软件将各交叉路口的总车流量进行可视化分…,cases/case-132.md,2024/E218_2024高教社杯全国大学生数学建模竞赛E题论文展示(E218)_[1977971].pdf
case-133,2025,A196,2022729,多情形下无人机烟幕遮蔽策略的建模与优化研究,优化 | 运动学建模 | 任务分配,粒子群 | 几何建模 | 变步长搜索 | 二分查找 | 差分进化 | 局部网格搜索 | 区间交集,敏感性分析 | 多起点搜索与粒子群对照 | 协同算法与差分进化对照,以运动学和布尔遮挡判据计算有效遮蔽区间，逐步优化单机单弹、单机多弹、多机单弹和多机多弹策略，并在高维情形先分配任务再优化投放参数。,证据方式为 ocr_sampled，论文 98 页；摘要可确认：在求解前，本文首先证明了有效遮蔽时间区间是一段连续的区间及只需判断圆柱体 上下两个底面圆周是否被完全遮蔽，即可判定整个圆柱体是否被完全遮蔽这两个结论， 大大增加了求解效率。 针对问题二：在无人机以及烟幕弹参数不知道的情况下，本问基于问题一的分析， 建立了以无人机航向、速度，烟幕弹投放、爆炸时间四个参数为决策变量，最大化有效 遮挡时间的单机单弹情况下的优化模型。 用差分进化算 法对三枚烟幕弹的投放与起爆点进行了优化，求解出最大有效遮挡时间是6.93586s，该 策略下的其余数据见附件 result1.xlsx。 针对问题四：不同于单无人机多干扰弹，多无人机单干扰弹不需要考虑投弹之间 的时间间隔，但需要考虑三枚导弹在时空上的协同，同样建立了以最大化有效…,cases/case-133.md,2025/A196_2025高教社杯全国大学生数学建模竞赛A题论文展示(A196)_[2022729].pdf
case-134,2025,B060,2022733,红外干涉法测量外延层厚度的建模分析,机理建模 | 参数反演 | 数值测量,牛顿迭代 | Drude 折射率模型 | Fresnel 反射模型 | 双光束干涉模型 | 多光束干涉修正 | 样条插值波谷周期法 | G值判据,波谷周期法与牛顿反演交叉印证 | G值检验 | 机器学习检验,由红外反射条纹反演外延层厚度，以波谷周期显式计算和牛顿迭代拟合两条路线交叉印证，再用G值判断并修正多光束干涉影响。,证据方式为 ocr_sampled，论文 72 页；摘要可确认：对于问题一，该方案首先基于碳化硅和硅的先验折射率物理模型和双光 束于涉的反射强度公式，设计了一个基于Drude折射率模型、给出了直接计 算外延层厚度的公式 对于问题二，在基于折射率和反射强度公式建立的模型上，设计了两个求 解路线(1)周期波谷直接计算法:通过反射率表达式给出的理论震荡周期和厚 度d的关系建立d的显式表达式，在附件1、2测得的反射率曲线上通过样条 插值取出准确极值点坐标值，计算多组厚度d并用统计方法给出最终厚度计 算值为 7.544μm (2) 牛顿迭代反演法: 以已经建立的反射率表达式 Rd 作为依 赖厚度d参数曲线，通过用牛顿迭代拟合 Rd与实验测得的反射率曲线，给 出厚度d 的迭代解为； 7.295μm作为直接计算值 7.544…,cases/case-134.md,2025/B060_2025高教社杯全国大学生数学建模竞赛B题论文展示(B060)_[2022733].pdf
case-135,2025,B157,2023197,碳化硅外延层厚度的双光束和多光束干涉法测量研究,机理建模 | 参数反演 | 光谱数据处理,傅里叶变换 | 非线性最小二乘 | 随机梯度下降 | Cauchy 色散模型 | Airy 多光束干涉模型 | Fresnel 反射模型 | AsLS去趋势 | Savitzky-Golay平滑 | 双角度联合拟合,误差分析 | 正态性检验 | 一致性检验 | 残差均方根误差 | 系统敏感性分析,建立双光束和Airy多光束干涉反射率模型，经光谱重采样、去趋势和平滑后，以FFT给厚度初值，再用双入射角联合最小二乘反演厚度及色散参数。,证据方式为 ocr_sampled，论文 67 页；摘要可确认：针对问题二：基于问题一模型，对碳化硅晶圆片在入射角10°和15°的实验数据进 行厚度反演。 首先对光谱数据进行等间距重采样，裁剪1000cm-1以下低波数干扰区。,cases/case-135.md,2025/B157_2025高教社杯全国大学生数学建模竞赛B题论文展示(B157)_[2023197].pdf
case-136,2025,C023,2022736,基于混合效应模型的NIPT时点优化与胎儿异常判定,预测 | 优化 | 异常分类,动态规划 | 回归 | 线性混合效应模型（LMM） | 潜在风险最小化 | 经验零分布 | FDR多重检验校正,拟合优度（R²） | 交叉验证 | 误差分析,用LMM描述重复测量下胎儿浓度与孕周/BMI关系，以动态规划分组并最小化检测失败与延迟风险；女胎采用经验零分布、FDR和质控门限判定异常。,证据方式为 ocr_sampled，论文 122 页；摘要可确认：本文基于临床数据，构建了混合效 应模型与孕妇潜在风险最小的优化模型相结合的优化框架，系统研究NIPT检测时点优 化与胎儿染色体异常判定问题。 针对问题二，本研究以男胎Y染色体浓度最早达标时间（FF≥4%)为核心，构建 孕妇潜在风险最小化的优化模型，充分考虑孕妇检测失败风险、时间风险，利用动态规 划算法对BMI进行5段分组并确定最优检测时点。 三是制作了交互网页，为孕妇 提供最优NIPT检测时间，切实推广模型应用。,cases/case-136.md,2025/C023_2025高教社杯全国大学生数学建模竞赛C题论文展示(C023)_[2022736].pdf
case-137,2025,C132,2022740,基于统计建模与元学习的NIPT检测决策优化与异常识别,预测 | 优化 | 分类,线性混合效应模型（LMM） | REML | 高斯过程回归（GPR） | 风险最小化分组优化 | 遗传算法 | MLP-LSTM-DeepHit 生存网络 | LightGBM | Optuna | 堆叠元学习 | Pearson 相关,随机效应必要性检验 | 随机截距正态性与同方差性检验 | ICC与AIC比较 | 分组/时点误差情景分析 | 三组独立验证集误差,在同一孕妇多次检测、BMI等个体差异和采血过早/过晚风险并存时，先估计Y染色体浓度随孕周的层次变化，再预测个体最早达标时点、优化分组检测方案，并完成女胎异常识别。,纵向重复测量与静态/时序异构特征并存；问题二摘要聚合为267位孕妇，问题四明确样本少且类别不平衡。模型选择与验证必须按孕妇分组切分，避免同一人的重复记录跨训练和验证集合。,cases/case-137.md,2025/C132_2025高教社杯全国大学生数学建模竞赛C题论文展示(C132)_[2022740].pdf
case-138,2025,D037,2022742,矿井突水水流蔓延模型与逃生方案,优化 | 网络/图论 | 动态传播仿真 | 应急路径规划,分情形巷道水流分配模型 | 事件驱动水位蔓延 | BFS广度优先搜索 | 动态网络Dijkstra,三种分配/封闭/断流情景复算 | 单突水点与双突水点结果对照 | 路径时刻表可行性检查,在二维/三维巷道网络中动态计算突水首次到达、0.3m危险水位与灌满时刻，并让矿工的逃生路径随单/双突水点和水位变化实时重规划。,巷道端点与巷道构成带长度、高程和连通关系的图；水流会因封闭、断流、汇合而重新分配，边的可通行性和通行代价随时间改变。摘要只覆盖规则和结果，完整水力参数与公式需回源核对。,cases/case-138.md,2025/D037_2025高教社杯全国大学生数学建模竞赛D题论文展示(D037)_[2022742].pdf
case-139,2025,E030,2022744,基于姿态识别的AI辅助智能体测研究,预测 | 评价 | 时序信号处理,线性插补 | Savitzky-Golay 滤波 | 一阶差分事件检测 | 三次多项式轨迹拟合 | 关节角度特征 | Spearman 相关 | 随机森林回归 | 线性回归,比例尺反算核对 | 成人/儿童分组相关对照 | 随机森林与多元线性回归误差比较 | 姿势调整前后指标对照,把视频人体关键点序列转为起跳/落地事件、滞空轨迹和姿态角度，识别影响立定跳远成绩的体质与动作因素，预测成绩并形成个体化动作建议。,视频关键点坐标、体质指标和跳远成绩多表关联；帧率统一为30fps，像素需用比例尺换算到真实距离。样本由少量运动者组成并混有儿童/成人，存在0值异常、人工修正、多重共线性和主体异质性。,cases/case-139.md,2025/E030_2025高教社杯全国大学生数学建模竞赛E题论文展示(E030)_[2022744].pdf
